REF,Company,Company_Location,Year_Reviewed,Bean_Origin,Cocoa_Percent,Characteristics,Rating,S_Bean_Origin,Number_Ingredients,Ingredient_B,Ingredient_C,Ingredient_L,Ingredient_S,Ingredient_S*,Ingredient_Sa,Ingredient_V
717,Silvio Bessone,Italy,2011,Belize,67.0,"fatty, cocoa, spicy",3.0,Maya Belize,4,1,1,0,1,0,1,0
741,Silvio Bessone,Italy,2011,Colombia,68.0,"fatty, salty, caramel",3.0,"Porcelana, Colombia, Amazonas",4,1,1,0,1,0,1,0
725,Silvio Bessone,Italy,2011,Sao Tome,65.0,"nutty, salty",3.25,"Trintade, Sao Tome",4,1,1,0,1,0,1,0
729,Silvio Bessone,Italy,2011,Brazil,60.0,"fatty, sweet, salty",3.25,"Bahia, Scavina",4,1,1,0,1,0,1,0
1339,Sirene,Canada,2014,Madagascar,67.0,"tart, sweet edge",3.75,"Somia Plantation, 2012",3,1,1,0,1,0,0,0
1339,Sirene,Canada,2014,Madagascar,73.0,"intense fruity, mild sour",3.75,"Somia Plantation, 2012",3,1,1,0,1,0,0,0
1343,Sirene,Canada,2014,Ecuador,73.0,"intense, rich, burnt, licorice",3.75,"Camino Verde P., Balao, Guayas",3,1,1,0,1,0,0,0
1502,Sirene,Canada,2015,Madagascar,100.0,"creamy, tart, bitter",3.0,"Somia Plantation, 2012",1,1,0,0,0,0,0,0
1506,Sirene,Canada,2015,Ecuador,100.0,"floral, bourbon, bitter",3.0,"Camino Verde P., Balao, Guayas, 2012",1,1,0,0,0,0,0,0
1614,Sirene,Canada,2015,Guatemala,73.0,"waxy, earthy, cocoa, roasty",3.0,Lachua w/ cane sugar,2,1,0,0,1,0,0,0
1614,Sirene,Canada,2015,Guatemala,73.0,"waxy, maple, flat",3.25,Lachua w/ maple sugar,2,1,0,0,0,1,0,0
1650,Sirene,Canada,2015,Haiti,73.0,"oily, medium roasted cocoa",3.25,Pisa,2,1,0,0,1,0,0,0
1788,Sirene,Canada,2016,Bolivia,73.0,"sticky, raisins, fudgey",3.5,Wild Bolivia,2,1,0,0,1,0,0,0
1856,Sirene,Canada,2016,Tanzania,73.0,"basic cocoa, gateway",3.5,Kokoa Kamili Coop,2,1,0,0,1,0,0,0
1860,Sirene,Canada,2016,Ecuador,73.0,"rich cocoa, spicy",3.75,"Esmeraldas, Salazar Farm",2,1,0,0,1,0,0,0
1996,Sirene,Canada,2017,Peru,73.0,"caramel, anise, dried fruit",3.75,Tingo Maria,2,1,0,0,1,0,0,0
2652,Sirene,Canada,2021,Mexico,73.0,"bland, sour, lacks development",3.0,"Soconusco, Rayen Cacao Co-op",3,1,1,0,1,0,0,0
2652,Sirene,Canada,2021,India,73.0,"butterscotch, slight burnt note",3.25,"Anamalai, Pollachi City",3,1,1,0,1,0,0,0
1454,Sjolinds,U.S.A.,2015,Ghana,70.0,"sweet, vanilla, cocoa, mold",2.75,Ghana,4,1,1,0,1,0,0,1
1462,Sjolinds,U.S.A.,2015,Nicaragua,72.0,"mild, nutty, vanilla, cocoa",3.0,"Nicaragua, lot N510",3,1,1,0,1,0,0,0
1626,"Smooth Chocolator, The",Australia,2015,Bolivia,72.0,"floral, intense, pungent",2.75,Bolivia,3,1,1,0,1,0,0,0
1666,"Smooth Chocolator, The",Australia,2015,Peru,67.0,"light brown, grits, floral",3.0,Maranon,3,1,1,0,1,0,0,0
1618,"Smooth Chocolator, The",Australia,2015,Madagascar,65.0,"few grits, sweet, orange",3.25,Akesson's Estate,3,1,1,0,1,0,0,0
1622,"Smooth Chocolator, The",Australia,2015,Madagascar,70.0,"few grits, bold, dark berry",3.5,Akesson's Estate,3,1,1,0,1,0,0,0
1662,"Smooth Chocolator, The",Australia,2015,Papua New Guinea,65.0,"smokey, tart, astringent",3.5,"Papua New Guinea, triple roast",3,1,1,0,1,0,0,0
1622,"Smooth Chocolator, The",Australia,2015,Tanzania,67.0,"bold cherry, rich cooa",3.75,Kokoa Kamili,3,1,1,0,1,0,0,0
1622,"Smooth Chocolator, The",Australia,2015,Trinidad,70.0,"cigar, tobacco, grass, spice",3.75,San Juan Estate,3,1,1,0,1,0,0,0
1666,"Smooth Chocolator, The",Australia,2015,Venezuela,70.0,mild cacao and fruit notes,3.75,Chuao,3,1,1,0,1,0,0,0
1622,"Smooth Chocolator, The",Australia,2015,Ecuador,72.0,"creamy, pistachio, floral",4.0,Camino Verde,3,1,1,0,1,0,0,0
1864,"Smooth Chocolator, The",Australia,2016,Vietnam,70.0,"creamy, molasses, off note",3.0,Tien Giang,3,1,1,0,1,0,0,0
1908,"Smooth Chocolator, The",Australia,2016,Guatemala,70.0,"gummy, fatty, earthy",3.25,"Chimelb, Lanquin, Alta Verapaz, b-GUA001",3,1,1,0,1,0,0,0
1740,"Smooth Chocolator, The",Australia,2016,Venezuela,70.0,"creamy, fruit, cocoa",3.75,"Guasare, La Sierra de Perija",3,1,1,0,1,0,0,0
1756,"Smooth Chocolator, The",Australia,2016,Belize,70.0,"apple, mild cherry",3.75,"Maya Mtn, Moho R., Toledo D.",3,1,1,0,1,0,0,0
1864,"Smooth Chocolator, The",Australia,2016,Australia,67.0,"delicate, smooth, dairy",3.75,Australia,3,1,1,0,1,0,0,0
1740,"Smooth Chocolator, The",Australia,2016,Ecuador,70.0,"ligt color, creamy, peanut",4.0,"Porcelana, Sorotaima,Machiques,batch pcl001",3,1,1,0,1,0,0,0
1940,"Smooth Chocolator, The",Australia,2017,Dominican Republic,70.0,"cherry, rich choco",3.5,"Oko Caribe, DOR005",3,1,1,0,1,0,0,0
1952,"Smooth Chocolator, The",Australia,2017,Haiti,70.0,"complex, earthy, melon",3.5,Pisa,3,1,1,0,1,0,0,0
502,Snake & Butterfly,U.S.A.,2010,Madagascar,68.0,"mild cocoa, fruity",3.0,Madagascar,3,1,1,0,1,0,0,0
502,Snake & Butterfly,U.S.A.,2010,Ecuador,68.0,"fudgey then spicy, vanilla",3.25,Ecuador,3,1,1,0,1,0,0,0
693,Snake & Butterfly,U.S.A.,2011,Ghana,67.0,"perfume, strong chemical",1.5,Ghana,3,1,1,0,1,0,0,0
2112,Soeka,Amsterdam,2018,Sulawesi,66.0,"nuts, fruit, cocoa",3.25,Sulawesi,3,1,1,0,0,1,0,0
1968,Soklet,India,2017,India,70.0,"grassy, hammy",2.75,India,3,1,1,0,1,0,0,0
1518,Sol Cacao,U.S.A.,2015,Madagascar,72.0,"tangy, sour, intense",3.0,Madagascar,2,1,0,0,1,0,0,0
1812,Sol Cacao,U.S.A.,2016,Ecuador,70.0,"intense, simple, floral, earthy",3.5,"Ecuador, Batch 1",2,1,0,0,1,0,0,0
1840,Solkiki,U.K.,2016,Dominican Republic,85.0,"sticky, hammy, bitter",2.75,"Castillo, Hispaniola, unroasted",2,1,0,0,1,0,0,0
1840,Solkiki,U.K.,2016,Peru,68.0,"sticky, sandy, pungent",2.75,"Maranon, Fortunato No. 4",2,1,0,0,1,0,0,0
2366,Solkiki,U.K.,2019,Philippines,70.0,"intense, dirty,floral,medicinal",2.5,"Kablon Farms, Red Pod, 2018 harvest",3,1,1,0,1,0,0,0
1792,Solomons Gold,New Zealand,2016,Solomon Islands,70.0,"sweet, roasty, spicy",3.25,Solomon Island,2,1,0,0,1,0,0,0
1796,Solomons Gold,New Zealand,2016,Solomon Islands,75.0,"spicy, roasted, fresh nibs",3.25,Solomon Island w/ nibs,2,1,0,0,1,0,0,0
1157,Solstice,U.S.A.,2013,Madagascar,70.0,"dry, molasses, sour",3.0,Sambirano,2,1,0,0,1,0,0,0
1157,Solstice,U.S.A.,2013,Venezuela,70.0,"dairy, cheese, molasses",3.0,Amazonas,2,1,0,0,1,0,0,0
1161,Solstice,U.S.A.,2013,Bolivia,70.0,"intense, leathery, cocoa",3.25,Bolivia,2,1,0,0,1,0,0,0
1161,Solstice,U.S.A.,2013,Peru,70.0,"molasses, grape, sour",3.25,San Martin,3,1,1,0,1,0,0,0
1161,Solstice,U.S.A.,2013,Blend,70.0,"creamy, nutty, cocoa",3.5,Wasatch,3,1,1,0,1,0,0,0
1335,Solstice,U.S.A.,2014,Uganda,70.0,"molasses, licorice, muted",3.0,Bundibugyo,3,1,1,0,1,0,0,0
1992,Solstice,U.S.A.,2017,Tanzania,70.0,"sticky, strong molasses",3.25,Kilombero,3,1,1,0,1,0,0,0
2068,Solstice,U.S.A.,2018,India,70.0,"molasses undertone, tangy",3.25,Anamalai,3,1,1,0,1,0,0,0
2660,Solstice,U.S.A.,2021,Vietnam,70.0,"molasses, raisins, astringent",3.5,"Dak Nong, Lot 103120",3,1,1,0,1,0,0,0
377,Soma,Canada,2009,Dominican Republic,70.0,"sticky, few grits, mild fruit,sour",3.0,Hispaniola,3,1,1,0,1,0,0,0
387,Soma,Canada,2009,Dominican Republic,70.0,"slow to develop, nutty",3.0,Conacado,3,1,1,0,1,0,0,0
377,Soma,Canada,2009,Ghana,70.0,"earthy, woody, vegetal",3.5,Africa,3,1,1,0,1,0,0,0
387,Soma,Canada,2009,Papua New Guinea,70.0,"smokey, mushroom, woodsy",3.5,Papua New Guinea,3,1,1,0,1,0,0,0
387,Soma,Canada,2009,Madagascar,70.0,"subtle red berry, complex",3.75,Madagascar,3,1,1,0,1,0,0,0
387,Soma,Canada,2009,Venezuela,70.0,black tea,3.75,Ocumare,3,1,1,0,1,0,0,0
607,Soma,Canada,2010,Blend,70.0,"complex, nut, dried fruit, earth",3.75,"Black Science Blend 1, DR, Ecuador, Peru",3,1,1,0,1,0,0,0
676,Soma,Canada,2011,Grenada,70.0,"super temper,astringent, burn",2.75,"Grenada, Black Science",3,1,1,0,1,0,0,0
676,Soma,Canada,2011,Bolivia,70.0,"earthy, mild tannic, woody",3.5,"Alto Beni, Wild Bolivian",3,1,1,0,1,0,0,0
688,Soma,Canada,2011,Venezuela,70.0,"strawberry, green mint",3.5,Chuao,3,1,1,0,1,0,0,0
682,Soma,Canada,2011,Dominican Republic,70.0,"dried fruit, tart",3.75,"Elvesia P., Black Science",3,1,1,0,1,0,0,0
676,Soma,Canada,2011,Blend,70.0,"strawberry, cocoa, nutty",4.0,"Three Amigos(Chuao, Wild Bolivia, D.R.)",3,1,1,0,1,0,0,0
676,Soma,Canada,2011,Peru,64.0,"complex,spice,caramel,cocoa",4.0,Peruvian,3,1,1,0,1,0,0,0
817,Soma,Canada,2012,Haiti,70.0,"uneven, grassy, roasty",3.25,Noula Coop,3,1,1,0,1,0,0,0
951,Soma,Canada,2012,Guatemala,70.0,"sandy, earthy, tangy wine",3.5,Cahabon Region,3,1,1,0,1,0,0,0
967,Soma,Canada,2012,Blend,70.0,"smoke,tobacco,black pepper",3.5,"Eastern Promises, Mad., Java, PNG",3,1,1,0,1,0,0,0
983,Soma,Canada,2012,Papua New Guinea,85.0,"mild smoke, fruit, mild burnt",3.5,Papua New Guinea,3,1,1,0,1,0,0,0
833,Soma,Canada,2012,U.S.A.,70.0,"cranberries, cocoa",3.75,O'ahu Island,3,1,1,0,1,0,0,0
951,Soma,Canada,2012,Venezuela,70.0,"intense, rich burnt caramel",3.75,Carenero Superior,3,1,1,0,1,0,0,0
867,Soma,Canada,2012,Blend,70.0,"creamy, raisin, lemon",4.0,"Dual Origins, Sambirano, Elvesia",3,1,1,0,1,0,0,0
867,Soma,Canada,2012,Blend,70.0,"creamy, complex, peanut",4.0,"Dancing in Your Head, 5 bean blend",3,1,1,0,1,0,0,0
1073,Soma,Canada,2013,Peru,70.0,"creamy, medicinal, mild fruit",2.75,"Apurimac, El Quinacho Co-op",3,1,1,0,1,0,0,0
1030,Soma,Canada,2013,Indonesia,70.0,"creamy, smokey, some fruit",3.25,Java,3,1,1,0,1,0,0,0
1077,Soma,Canada,2013,Blend,70.0,"grassy, dairy, mild fatty",3.25,Chef's Blend,3,1,1,0,1,0,0,0
1173,Soma,Canada,2013,Venezuela,70.0,"creamy, nutty, roasty",3.25,Orinoco,3,1,1,0,1,0,0,0
1019,Soma,Canada,2013,Dominican Republic,77.0,"smoke, burnt caramel, citrus",3.75,Rizek Cacao,3,1,1,0,1,0,0,0
1073,Soma,Canada,2013,Trinidad,70.0,"creamy, brownie mix, roasty",3.75,Sangre Grande P.,3,1,1,0,1,0,0,0
1077,Soma,Canada,2013,Venezuela,70.0,"nutty, chocolate ice cream",3.75,Patanemo,3,1,1,0,1,0,0,0
1077,Soma,Canada,2013,Blend,88.0,"pronounced berry,mild smoke",4.0,"Crazy 88, Guat., D.R., Peru, Mad., PNG",3,1,1,0,1,0,0,0
1077,Soma,Canada,2013,Venezuela,70.0,"delicate, nutty, cocoa, dairy",4.0,"Maracaibo, El Vigia",3,1,1,0,1,0,0,0
1081,Soma,Canada,2013,Blend,67.0,"roasted nuts, burnt brownie",4.0,"Equator, Peru, Dom. Rep",3,1,1,0,1,0,0,0
1177,Soma,Canada,2013,Jamaica,70.0,"floral, berry, clove",4.0,"Bachelor's Hall E., St. Thomas Parish",3,1,1,0,1,0,0,0
1307,Soma,Canada,2014,Nicaragua,70.0,"spicy, woodsy",3.25,La Dalia,3,1,1,0,1,0,0,0
1339,Soma,Canada,2014,Blend,70.0,"tart, mild sour",3.25,"Little Big Man, Madagascar & Ecuador",3,1,1,0,1,0,0,0
1227,Soma,Canada,2014,Nicaragua,70.0,"basic chocolate, accessible",3.5,"La Tronca, Matagalpa",3,1,1,0,1,0,0,0
1307,Soma,Canada,2014,Ecuador,80.0,"robust, nutty, brownie",3.5,"Camino Verde P., Balao, Guayas",3,1,1,0,1,0,0,0
1259,Soma,Canada,2014,Peru,70.0,"creamy, sour orange",3.75,Maranon Canyon,3,1,1,0,1,0,0,0
1307,Soma,Canada,2014,Vanuatu,70.0,"creamy, smokey, rich cocoa",3.75,"Espiritu Santo, 'Smoke Monster'",3,1,1,0,1,0,0,0
1594,Soma,Canada,2015,Venezuela,70.0,"roasted nuts, dried fruit",3.5,CSB Chama,3,1,1,0,1,0,0,0
1594,Soma,Canada,2015,Venezuela,75.0,"balanced, nuts, strawberry",4.0,Porcelana,3,1,1,0,1,0,0,0
1832,Soma,Canada,2016,Ecuador,70.0,"nutty, banana, harsh ending",3.25,"Camino Verde, Black S.",3,1,1,0,1,0,0,0
1820,Soma,Canada,2016,Dominican Republic,62.0,"creamy, sweet, deep choco",3.5,"Oko Caribe, Duarte P., Collab w Chocosol",3,1,1,0,1,0,0,0
1820,Soma,Canada,2016,Madagascar,70.0,robust dark tropical fruit,3.5,"Sambirano Valley, Black Science, B-60307.0",3,1,1,0,1,0,0,0
1828,Soma,Canada,2016,Brazil,70.0,"creamy, diluted, mild choco",3.5,Bahia Black,3,1,1,0,1,0,0,0
1828,Soma,Canada,2016,Nicaragua,70.0,evolves black pepper to citrus,3.75,"Chuno, San Jose de Bocay, Pantasma R.,B.S.",3,1,1,0,1,0,0,0
1828,Soma,Canada,2016,Blend,75.0,"banana, nutty",3.75,"Abstract S. w/ Jamaica nibs,batch abs60323.0",3,1,1,0,1,0,0,0
1828,Soma,Canada,2016,Vietnam,70.0,"creamy, honey, blackberry",4.0,"Tien Giang, Black S.",3,1,1,0,1,0,0,0
2016,Soma,Canada,2017,Fiji,70.0,"creamy, roasty, woody",3.25,Fiji,3,1,1,0,1,0,0,0
2016,Soma,Canada,2017,Colombia,70.0,"creamy, honey, marshmallow",4.0,Arauca,3,1,1,0,1,0,0,0
2068,Soma,Canada,2018,Haiti,70.0,"sweet edge, lemon, muted",3.0,"Pisa, Creole Gardens",3,1,1,0,1,0,0,0
2242,Soma,Canada,2018,Madagascar,70.0,"creamy, acidic, balanced",4.0,"Bejofo, Sambirano V., Akesson E.",3,1,1,0,1,0,0,0
2242,Soma,Canada,2018,Venezuela,70.0,"nutty, cocoa",4.0,"Choroni, Aragua, Finca Torres Farm",3,1,1,0,1,0,0,0
2680,Soma,Canada,2021,Blend,62.0,"sweet, cocoa, candy like",3.25,Dream Machine (Mad./Dom.Rep./Ecuador),4,1,1,0,1,0,0,1
2638,Soma,Canada,2021,Madagascar,70.0,"red fruit, peanut butter, cocoa",3.5,"Bejofo, Sambirano V., Akesson, b. 6116-BEJ210324",3,1,1,0,1,0,0,0
2638,Soma,Canada,2021,Venezuela,70.0,"spice, sour malt, woody",3.5,"Guasare, Rosario de Perija, b.4279-GUA201123",3,1,1,0,1,0,0,0
2700,Soma,Canada,2021,Vietnam,70.0,"cinamon, nutmeg, hot cocoa",4.0,Ben Tre,3,1,1,0,1,0,0,0
1367,Somerville,U.S.A.,2014,Nicaragua,70.0,"earthy, dried fruit, complex",3.25,Nicaragua,2,1,0,0,1,0,0,0
1395,Somerville,U.S.A.,2014,U.S.A.,70.0,"intense, tannic, choco, earthy",3.5,"Hawai'i Island, Big Island",2,1,0,0,1,0,0,0
1932,Soul,Canada,2017,Dominican Republic,70.0,"few grits, sweet, cocoa",3.25,Dominican Republic,2,1,0,0,1,0,0,0
1936,Soul,Canada,2017,Ecuador,75.0,"dry, floral, earthy",3.25,Ecuador,2,1,0,0,1,0,0,0
1936,Soul,Canada,2017,Papua New Guinea,77.0,"sandy, smokey, fruit, sour",3.25,Papua New Guinea,2,1,0,0,1,0,0,0
1936,Soul,Canada,2017,Madagascar,70.0,"tart, sour, basic",3.5,Madagascar,2,1,0,0,1,0,0,0
1936,Soul,Canada,2017,Venezuela,75.0,"dry, earthy, roasty",3.5,Venezuela,2,1,0,0,1,0,0,0
1940,Soul,Canada,2017,Tanzania,80.0,"sticky, mild fruit, brownie",3.5,Tanzania,2,1,0,0,1,0,0,0
793,Spagnvola,U.S.A.,2012,Dominican Republic,70.0,"oily, floral, dairy",3.0,AgroCriso Plantation,4,1,1,0,1,0,0,1
793,Spagnvola,U.S.A.,2012,Dominican Republic,80.0,"fatty, muted strawberry",3.0,AgroCriso Plantation,4,1,1,0,1,0,0,1
793,Spagnvola,U.S.A.,2012,Dominican Republic,75.0,"oily, floral",3.25,AgroCriso Plantation,4,1,1,0,1,0,0,1
1434,Spencer,Australia,2014,Vanuatu,72.0,"bready, sour milk, fatty",2.75,Malekula Island,3,1,1,0,1,0,0,0
1792,Spencer,Australia,2016,Dominican Republic,70.0,"spicy, chocolatey",3.5,"Dominican Republic, lot D82R",3,1,1,0,1,0,0,0
1792,Spencer,Australia,2016,Ecuador,70.0,"floral, sandy",3.75,"Ecuador, lot E432314L",3,1,1,0,1,0,0,0
1792,Spencer,Australia,2016,Madagascar,70.0,"powdery, cherry, astringent",3.75,"Madagascar, lot M0403R",3,1,1,0,1,0,0,0
1932,Spencer,U.S.A.,2017,Peru,70.0,"floral, earthy, burnt rubber",2.75,Peru,3,1,1,0,1,0,0,0
1932,Spencer,U.S.A.,2017,Ecuador,70.0,"floral, astringent",3.5,Ecuador,3,1,1,0,1,0,0,0
1932,Spencer,U.S.A.,2017,Dominican Republic,70.0,"sandy, robust, grapes, malt",3.75,Dominican Republic,3,1,1,0,1,0,0,0
2684,Spinnaker,U.S.A.,2021,Belize,70.0,"strong roast, tart raspberry",3.25,"Maya Mountain, Toledo District",2,1,0,0,1,0,0,0
2684,Spinnaker,U.S.A.,2021,Madagascar,70.0,"plum, roasty undertone, sour",3.5,"Bejofo, Akesson",2,1,0,0,1,0,0,0
2684,Spinnaker,U.S.A.,2021,Uganda,70.0,"dairy, cocoa, well balanced",3.5,"Bundibugyo, Semuliki Forest",2,1,0,0,1,0,0,0
1057,Sprungli (Felchlin),Switzerland,2013,Bolivia,70.0,"fatty, mild fruit, off note",3.0,Alto Beni,4,1,1,1,1,0,0,0
1121,SRSLY,U.S.A.,2013,Dominican Republic,84.0,"gritty,intense coffee, metallic",2.25,Dominican Republic,3,1,0,1,1,0,0,0
1113,SRSLY,U.S.A.,2013,Dominican Republic,70.0,"unrefined, sweet, mild coffee",3.0,Dominican Republic,3,1,0,1,1,0,0,0
1634,Starchild,U.S.A.,2015,Ecuador,70.0,"coconut, mild vanilla",3.0,"Bolivar, Arriba",4,1,1,0,0,1,0,1
1692,Starchild,U.S.A.,2015,Dominican Republic,70.0,"coconut, cocoa, few grits",3.0,Hispaniola,4,1,1,0,0,1,0,1
1692,Starchild,U.S.A.,2015,Guatemala,70.0,"dried fruit, coconut, few grits",3.0,Cacao Verapaz,4,1,1,0,0,1,0,1
1692,Starchild,U.S.A.,2015,Nicaragua,70.0,"brownie, few grits, sandy",3.0,Rio Tuma,4,1,1,0,0,1,0,1
1696,Starchild,U.S.A.,2015,Madagascar,70.0,"red fruit, coconut",3.0,Sambirano Valley,4,1,1,0,0,1,0,1
729,Stella (aka Bernrain),Switzerland,2011,India,72.0,"peanut butter,vanilla,artificial",3.25,India,4,1,1,0,1,0,0,1
859,Stella (aka Bernrain),Switzerland,2012,Brazil,68.0,"creamy, vanilla, moldy",2.75,"Bahia, Agri-Forestal Plantation, 2010",4,1,1,0,1,0,0,1
1291,Stone Grindz,U.S.A.,2014,Ecuador,84.0,"floral, hints of fruit",3.5,"Ecuador, Midnight Dark",3,1,1,0,1,0,0,0
1291,Stone Grindz,U.S.A.,2014,Ecuador,70.0,"oily surface, floral, earthy",3.5,"Ecuador, Twilght Dark",3,1,1,0,1,0,0,0
2012,Stone Grindz,U.S.A.,2017,Bolivia,70.0,"fatty, rubber, off notes",2.5,Wild Bolivia,3,1,1,0,1,0,0,0
939,StRita Supreme,U.S.A.,2012,Philippines,65.0,"vanilla, sweet",2.5,"Samar, East Visayas region",4,1,1,0,1,0,0,1
943,StRita Supreme,U.S.A.,2012,Philippines,70.0,"dry, sweet, vanilla(n)",2.5,"Samar, East Visayas region",4,1,1,0,1,0,0,1
943,StRita Supreme,U.S.A.,2012,Philippines,75.0,"bland, earthy",2.75,"Samar, East Visayas region",4,1,1,0,1,0,0,1
1157,Sublime Origins,U.S.A.,2013,Madagascar,67.0,"molasses, sour, astringent",2.75,Sambirano,2,1,0,0,1,0,0,0
1157,Sublime Origins,U.S.A.,2013,Belize,78.0,"intense, rich, dark berry",3.25,Moho Valley,2,1,0,0,1,0,0,0
1800,Summerbird,Denmark,2016,Peru,61.0,"sandy, sweet, vanilla",2.5,Peru,5,1,1,1,1,0,0,1
1800,Summerbird,Denmark,2016,Peru,71.0,"powdery, vanilla, earthy",3.0,Peru,5,1,1,1,1,0,0,1
1796,Suruca Chocolate,Venezuela,2016,Venezuela,70.0,"sticy, nutty, roasty, off notes",2.75,Venezuela,3,1,1,0,1,0,0,0
1796,Suruca Chocolate,Venezuela,2016,Venezuela,60.0,"sticky, sweet, nutty, roasty",3.0,Venezuela,3,1,1,0,1,0,0,0
1618,Svenska Kakaobolaget,Sweden,2015,Sri Lanka,70.0,"ham, sour, intense",2.75,Sri Lanka,2,1,0,0,1,0,0,0
2434,Svenska Kakaobolaget,Sweden,2019,Tanzania,74.0,"fruit, burnt, harsh",2.75,"Kokoa Kamili, 2017 harvest",2,1,0,0,1,0,0,0
2634,sweet beans,U.S.A.,2021,Honduras,72.0,"overly roasty, spicy",3.0,Honduras,3,1,1,0,1,0,0,0
2634,sweet beans,U.S.A.,2021,Peru,72.0,"earthy, roasty, hammy",3.0,Peru,3,1,1,0,1,0,0,0
2634,sweet beans,U.S.A.,2021,Uganda,77.0,"melon, mocha",3.5,Uganda,3,1,1,0,1,0,0,0
2634,sweet beans,U.S.A.,2021,Trinidad,80.0,"herbal, tea, dried fruit",3.75,Trinidad,3,1,1,0,1,0,0,0
2242,Sweet Escalier,Japan,2018,Peru,70.0,"pungent, molasses, sour",2.5,San Martin,5,1,1,1,1,0,0,1
2234,Sweet Escalier,Japan,2018,Tanzania,75.0,"fatty, sour, off notes",2.75,Tanzania,3,1,1,0,1,0,0,0
2234,Sweet Escalier,Japan,2018,Belize,70.0,"buttery, cheesy",3.0,Belize,5,1,1,1,1,0,0,1
2242,Sweet Escalier,Japan,2018,Brazil,70.0,"cardboard, cheesy",3.0,"Amazonas, Wild Cacao",5,1,1,1,1,0,0,1
2230,Sweet Escalier,Japan,2018,Venezuela,75.0,"acidic, cocoa, dried fruit",3.25,Chuao,5,1,1,1,1,0,0,1
2474,Sweetness,Canada,2020,Mexico,74.0,"dried fig, earthy, dirty",3.0,Tabasco,3,1,1,0,1,0,0,0
2470,Sweetness,Canada,2020,Peru,68.0,"burnt black licorice, intense",3.25,Ucayali,3,1,1,0,1,0,0,0
2482,Sweetness,Canada,2020,Papua New Guinea,73.0,"savory lemon, ham",3.25,Papua New Guinea,3,1,1,0,1,0,0,0
761,Szanto Tibor,Hungary,2011,Venezuela,70.0,"rustic, sugar dominates",3.0,Crudo,3,1,1,0,1,0,0,0
939,Szanto Tibor,Hungary,2012,Dominican Republic,70.0,"rustic, large unground pieces",3.25,Santo Domingo,3,1,1,0,1,0,0,0
939,Szanto Tibor,Hungary,2012,Madagascar,70.0,"rustic, bright fruit",3.25,Millot Plantation,3,1,1,0,1,0,0,0
939,Szanto Tibor,Hungary,2012,Peru,70.0,"sweet, spicy",3.75,"Ayacucho, ""El Guinacho""",3,1,1,0,1,0,0,0
1193,Szanto Tibor,Hungary,2013,Nicaragua,70.0,"sour milk, hot cocoa",3.25,Cacao Blanco,3,1,1,0,1,0,0,0
1185,Szanto Tibor,Hungary,2013,Madagascar,70.0,"light color, sandy, fruity",3.5,"Autumn, Primary Harvest, 2012",3,1,1,0,1,0,0,0
1185,Szanto Tibor,Hungary,2013,Madagascar,70.0,"dark color, sandy, fruity",3.5,"Spring, Secondary Harvest, 2012",3,1,1,0,1,0,0,0
1263,Szanto Tibor,Hungary,2014,Venezuela,70.0,"sandy, earthy, spice, nutty",3.5,Porcelana,3,1,1,0,1,0,0,0
1263,Szanto Tibor,Hungary,2014,Cuba,70.0,"sandy, banana",3.75,Baracoa,3,1,1,0,1,0,0,0
1668,Szanto Tibor,Hungary,2015,Ecuador,70.0,"sweet, brownie, sour",3.25,Nacional,3,1,1,0,1,0,0,0
1704,Szanto Tibor,Hungary,2015,Cuba,88.0,"rustic, spicy, earthy",3.25,Baracoa,3,1,1,0,1,0,0,0
1704,Szanto Tibor,Hungary,2015,Madagascar,70.0,"sour orange, fatty",3.25,Ambolikapiky,3,1,1,0,1,0,0,0
1708,Szanto Tibor,Hungary,2015,Vietnam,70.0,"smokey, mild citrus",3.25,"Ben Tre, Mekong Delta",3,1,1,0,1,0,0,0
1708,Szanto Tibor,Hungary,2015,Brazil,70.0,"rustic, earthy, tea",3.5,"Fazenda Sempre Firme, Bahia",3,1,1,0,1,0,0,0
1704,Szanto Tibor,Hungary,2015,Ecuador,70.0,"coarse, spicy cinnamon",3.75,"Winak, Sumaco",3,1,1,0,1,0,0,0
1105,Tabal,U.S.A.,2013,Mexico,70.0,"vanilla, fuel, earthy",2.5,"Chiapas, Lacandon Jungle",4,1,1,0,1,0,0,1
1101,Tabal,U.S.A.,2013,Costa Rica,70.0,"licorice, dried fruit, burnt fuel",2.75,Costa Rica,4,1,1,0,1,0,0,1
1101,Tabal,U.S.A.,2013,Dominican Republic,70.0,"oily, cardboard, sour",2.75,Dominican Republic,4,1,1,0,1,0,0,1
1105,Tabal,U.S.A.,2013,Peru,70.0,"vanilla, fatty, vegetal, mint",3.0,Peru,4,1,1,0,1,0,0,1
1680,Tablette (aka Vanillabeans),Japan,2015,Trinidad,77.0,"intense, grassy, smokey",2.75,Trinidad,4,1,1,1,1,0,0,0
1450,Tablette (aka Vanillabeans),Japan,2015,Colombia,70.0,"flat, smoke, marshmallow",3.0,Colombia,5,1,1,1,1,0,0,1
1450,Tablette (aka Vanillabeans),Japan,2015,Papua New Guinea,62.0,"creamy, smoke, ham",3.25,Papua,5,1,1,1,1,0,0,1
1450,Tablette (aka Vanillabeans),Japan,2015,Vietnam,60.0,"vanilla, butter, caramel",3.25,Vietnam,5,1,1,1,1,0,0,1
